title,type,genres,year,Genres1,Genres2,Genres3
I Was a Male War Bride,movie,"[""Comedy"",""Romance"",""War""]",1949,Comedy,Romance,War
Intruder in the Dust,movie,"[""Drama""]",1949,Drama,,
Manon,movie,"[""Drama"",""Crime""]",1949,Drama,Crime,
Neptune's Daughter,movie,"[""Comedy"",""Musical"",""Romance""]",1949,Comedy,Musical,Romance
The Blue Lamp,movie,"[""Crime"",""Drama"",""Thriller""]",1950,Crime,Drama,Thriller
Devil's Doorway,movie,"[""Western""]",1950,Western,,
Gone to Earth,movie,"[""Drama"",""Romance""]",1950,Drama,Romance,
The Lawless,movie,"[""Crime"",""Drama"",""Film-Noir""]",1950,Crime,Drama,Film-Noir
Stage Fright,movie,"[""Thriller""]",1950,Thriller,,
The Sound of Fury,movie,"[""Crime"",""Drama"",""Film-Noir""]",1950,Crime,Drama,Film-Noir
Detective Story,movie,"[""Crime"",""Drama"",""Film-Noir""]",1951,Crime,Drama,Film-Noir
El hombre sin rostro,movie,"[""Horror"",""Thriller"",""Mystery""]",1950,Horror,Thriller,Mystery
People Will Talk,movie,"[""Comedy"",""Drama"",""Romance""]",1951,Comedy,Drama,Romance
The Steel Helmet,movie,"[""Action"",""Drama"",""War""]",1951,Action,Drama,War
Teresa,movie,"[""Drama""]",1951,Drama,,
Above and Beyond,movie,"[""Action"",""Biography"",""Drama""]",1952,Action,Biography,Drama
Breaking the Sound Barrier,movie,"[""Drama"",""Romance"",""War""]",1952,Drama,Romance,War
"Come Back, Little Sheba",movie,"[""Drama"",""Romance""]",1952,Drama,Romance,
Scaramouche,movie,"[""Action"",""Adventure"",""Comedy""]",1952,Action,Adventure,Comedy
The White Reindeer,movie,"[""Drama"",""Fantasy"",""Horror""]",1952,Drama,Fantasy,Horror
Viva Zapata!,movie,"[""Biography"",""Drama"",""History""]",1952,Biography,Drama,History
Duck Amuck,movie,"[""Family"",""Animation"",""Comedy""]",1953,Family,Animation,Comedy
Lili,movie,"[""Drama"",""Musical"",""Romance""]",1953,Drama,Musical,Romance
Neapolitans in Milan,movie,"[""Comedy""]",1953,Comedy,,
Sadko,movie,"[""Adventure"",""Fantasy""]",1953,Adventure,Fantasy,
Statues also Die,movie,"[""Documentary"",""Short""]",1953,Documentary,Short,
Wife,movie,"[""Drama""]",1953,Drama,,
Late Chrysanthemums,movie,"[""Drama""]",1954,Drama,,
Brigadoon,movie,"[""Fantasy"",""Musical"",""Romance""]",1954,Fantasy,Musical,Romance
The Bridges at Toko-Ri,movie,"[""Drama"",""Romance"",""War""]",1954,Drama,Romance,War
Broken Lance,movie,"[""Western""]",1954,Western,,
Liliomfi,movie,"[""Comedy""]",1954,Comedy,,
Fear,movie,"[""Drama""]",1954,Drama,,
Rouge et noir,movie,"[""Drama""]",1954,Drama,,
Siraa Fil-Wadi,movie,"[""Crime"",""Drama"",""Romance""]",1954,Crime,Drama,Romance
A Star Is Born,movie,"[""Drama"",""Musical"",""Romance""]",1954,Drama,Musical,Romance
Le amiche,movie,"[""Drama"",""Romance""]",1955,Drama,Romance,
The Criminal Life of Archibaldo de la Cruz,movie,"[""Comedy"",""Crime"",""Drama""]",1955,Comedy,Crime,Drama
The Grand Maneuver,movie,"[""Comedy"",""Drama"",""Romance""]",1955,Comedy,Drama,Romance
Guys and Dolls,movie,"[""Comedy"",""Musical"",""Romance""]",1955,Comedy,Musical,Romance
I Live in Fear: Record of a Living Being,movie,"[""Drama""]",1955,Drama,,
Interrupted Melody,movie,"[""Biography"",""Drama"",""Music""]",1955,Biography,Drama,Music
Kiss Me Deadly,movie,"[""Crime"",""Film-Noir"",""Mystery""]",1955,Crime,Film-Noir,Mystery
Lady and the Tramp,movie,"[""Animation"",""Adventure"",""Comedy""]",1955,Animation,Adventure,Comedy
The Long Gray Line,movie,"[""Biography"",""Comedy"",""Drama""]",1955,Biography,Comedy,Drama
All My Sons,movie,"[""Drama""]",1948,Drama,,
Command Decision,movie,"[""War"",""Drama""]",1948,War,Drama,
Easter Parade,movie,"[""Musical"",""Romance""]",1948,Musical,Romance,
The Emperor Waltz,movie,"[""Comedy"",""Musical"",""Romance""]",1948,Comedy,Musical,Romance
In the Good Old Summertime,movie,"[""Comedy"",""Musical"",""Romance""]",1949,Comedy,Musical,Romance
Little Women,movie,"[""Drama"",""Family"",""Romance""]",1949,Drama,Family,Romance
Broken Arrow,movie,"[""Drama"",""Romance"",""Western""]",1950,Drama,Romance,Western
Das doppelte Lottchen,movie,"[""Family"",""Comedy""]",1950,Family,Comedy,
Kon-Tiki,movie,"[""Documentary""]",1950,Documentary,,
Susana,movie,"[""Drama""]",1951,Drama,,
The Browning Version,movie,"[""Drama""]",1951,Drama,,
Repast,movie,"[""Drama""]",1951,Drama,,
Pandora and the Flying Dutchman,movie,"[""Drama"",""Fantasy"",""Mystery""]",1951,Drama,Fantasy,Mystery
A Place in the Sun,movie,"[""Drama"",""Romance""]",1951,Drama,Romance,
A Streetcar Named Desire,movie,"[""Drama""]",1951,Drama,,
Too Young to Kiss,movie,"[""Comedy"",""Romance""]",1951,Comedy,Romance,
Der Verlorene,movie,"[""Crime"",""Drama"",""Thriller""]",1951,Crime,Drama,Thriller
The Overcoat,movie,"[""Comedy"",""Drama"",""Fantasy""]",1952,Comedy,Drama,Fantasy
El bruto,movie,"[""Drama""]",1953,Drama,,
The Marrying Kind,movie,"[""Comedy"",""Drama""]",1952,Comedy,Drama,
The Stranger in Between,movie,"[""Crime"",""Drama""]",1952,Crime,Drama,
El,movie,"[""Drama""]",1953,Drama,,
The Conquest of Everest,movie,"[""Documentary"",""Adventure""]",1953,Documentary,Adventure,
Kiss Me Kate,movie,"[""Comedy"",""Musical"",""Romance""]",1953,Comedy,Musical,Romance
Loose in London,movie,"[""Action"",""Adventure"",""Comedy""]",1953,Action,Adventure,Comedy
Mogambo,movie,"[""Adventure"",""Drama"",""Romance""]",1953,Adventure,Drama,Romance
The Story of Three Loves,movie,"[""Drama"",""Fantasy"",""Music""]",1953,Drama,Fantasy,Music
The Barefoot Contessa,movie,"[""Crime"",""Drama"",""Mystery""]",1954,Crime,Drama,Mystery
Creature from the Black Lagoon,movie,"[""Adventure"",""Horror"",""Sci-Fi""]",1954,Adventure,Horror,Sci-Fi
The Dam Busters,movie,"[""Drama"",""History"",""War""]",1955,Drama,History,War
Frisky,movie,"[""Comedy"",""Romance""]",1954,Comedy,Romance,
Phffft,movie,"[""Comedy"",""Romance""]",1954,Comedy,Romance,
Susan Slept Here,movie,"[""Comedy"",""Drama""]",1954,Comedy,Drama,
Them!,movie,"[""Horror"",""Sci-Fi""]",1954,Horror,Sci-Fi,
This Island Earth,movie,"[""Horror"",""Sci-Fi""]",1955,Horror,Sci-Fi,
Blinkity Blank,movie,"[""Animation"",""Short""]",1955,Animation,Short,
Il Bidone,movie,"[""Comedy"",""Drama""]",1955,Comedy,Drama,
Wild Love,movie,"[""Comedy""]",1955,Comedy,,
It's Always Fair Weather,movie,"[""Comedy"",""Drama"",""Musical""]",1955,Comedy,Drama,Musical
La 'Moara cu noroc',movie,"[""Crime"",""Drama""]",1955,Crime,Drama,
One Froggy Evening,movie,"[""Animation"",""Short"",""Comedy""]",1955,Animation,Short,Comedy
The Trouble with Harry,movie,"[""Mystery""]",1955,Mystery,,
Yèkihi,movie,"[""Drama"",""History"",""Romance""]",1955,Drama,History,Romance
The Bad Seed,movie,"[""Drama"",""Horror"",""Mystery""]",1956,Drama,Horror,Mystery
Autumn Leaves,movie,"[""Drama""]",1956,Drama,,
Cien,movie,"[""Action"",""Drama""]",1956,Action,Drama,
Forbidden Planet,movie,"[""Action"",""Adventure"",""Family""]",1956,Action,Adventure,Family
Guendalina,movie,"[""Comedy""]",1957,Comedy,,
The Man Who Knew Too Much,movie,"[""Thriller""]",1956,Thriller,,
The Paleface,movie,"[""Comedy"",""Western""]",1948,Comedy,Western,
The Snake Pit,movie,"[""Drama""]",1948,Drama,,
You Were Meant for Me,movie,"[""Musical""]",1948,Musical,,
Give Us This Day,movie,"[""Drama""]",1949,Drama,,
The Heiress,movie,"[""Drama"",""Romance""]",1949,Drama,Romance,
Home of the Brave,movie,"[""Drama"",""War""]",1949,Drama,War,
Madame Bovary,movie,"[""Drama"",""Romance""]",1949,Drama,Romance,
The Passionate Friends,movie,"[""Drama""]",1949,Drama,,
Scene of the Crime,movie,"[""Crime"",""Film-Noir"",""Drama""]",1949,Crime,Film-Noir,Drama
The Set-Up,movie,"[""Film-Noir"",""Sport""]",1949,Film-Noir,Sport,
The Stratton Story,movie,"[""Biography"",""Drama"",""Romance""]",1949,Biography,Drama,Romance
Edge of Doom,movie,"[""Drama"",""Film-Noir""]",1950,Drama,Film-Noir,
King Solomon's Mines,movie,"[""Adventure"",""Romance"",""Action""]",1950,Adventure,Romance,Action
Trio,movie,"[""Drama"",""Romance""]",1950,Drama,Romance,
David and Bathsheba,movie,"[""Drama"",""History"",""Romance""]",1951,Drama,History,Romance
Cops and Robbers,movie,"[""Comedy"",""Drama""]",1951,Comedy,Drama,
The People Against O'Hara,movie,"[""Crime"",""Drama"",""Film-Noir""]",1951,Crime,Drama,Film-Noir
The River,movie,"[""Drama"",""Romance""]",1951,Drama,Romance,
Beauties of the Night,movie,"[""Comedy"",""Fantasy"",""Music""]",1952,Comedy,Fantasy,Music
The Big Sky,movie,"[""Drama"",""Western""]",1952,Drama,Western,
Carrie,movie,"[""Drama"",""Romance""]",1952,Drama,Romance,
The Golden Coach,movie,"[""Comedy"",""Drama"",""History""]",1952,Comedy,Drama,History
Hans Christian Andersen,movie,"[""Biography"",""Family"",""Musical""]",1952,Biography,Family,Musical
Waiting Women,movie,"[""Comedy"",""Drama""]",1952,Comedy,Drama,
The Lavender Hill Mob,movie,"[""Comedy"",""Crime""]",1951,Comedy,Crime,
The Man in the White Suit,movie,"[""Comedy"",""Sci-Fi"",""Drama""]",1951,Comedy,Sci-Fi,Drama
The Miracle of Our Lady of Fatima,movie,"[""Drama""]",1952,Drama,,
The Member of the Wedding,movie,"[""Drama""]",1952,Drama,,
Pat and Mike,movie,"[""Comedy"",""Romance"",""Sport""]",1952,Comedy,Romance,Sport
A Phantasy,movie,"[""Animation"",""Short""]",1952,Animation,Short,
The Snows of Kilimanjaro,movie,"[""Adventure"",""Drama"",""Romance""]",1952,Adventure,Drama,Romance
Barabbas,movie,"[""Drama""]",1953,Drama,,
Call Me Madam,movie,"[""Comedy"",""Musical"",""Romance""]",1953,Comedy,Musical,Romance
The Glass Wall,movie,"[""Drama"",""Film-Noir""]",1953,Drama,Film-Noir,
Man on a Tightrope,movie,"[""Drama"",""Film-Noir"",""Thriller""]",1953,Drama,Film-Noir,Thriller
The Man Between,movie,"[""Drama"",""Thriller""]",1953,Drama,Thriller,
Il segno di Venere,movie,"[""Comedy"",""Drama"",""Romance""]",1955,Comedy,Drama,Romance
The Lady Without Camelias,movie,"[""Drama""]",1953,Drama,,
The Sun Shines Bright,movie,"[""Comedy"",""Drama"",""Western""]",1953,Comedy,Drama,Western
Chronicle of Poor Lovers,movie,"[""Drama""]",1954,Drama,,
Doctor in the House,movie,"[""Comedy""]",1954,Comedy,,
"The Long, Long Trailer",movie,"[""Comedy"",""Romance""]",1953,Comedy,Romance,
The Sheep Has Five Legs,movie,"[""Comedy""]",1954,Comedy,,
Scarlet Week,movie,"[""Drama"",""Romance""]",1954,Drama,Romance,
I'll Cry Tomorrow,movie,"[""Biography"",""Drama"",""Music""]",1955,Biography,Drama,Music
A Kid for Two Farthings,movie,"[""Comedy"",""Drama"",""Family""]",1955,Comedy,Drama,Family
Marty,movie,"[""Drama"",""Romance""]",1955,Drama,Romance,
Around the World in Eighty Days,movie,"[""Adventure"",""Comedy"",""Family""]",1956,Adventure,Comedy,Family
Bhowani Junction,movie,"[""Adventure"",""Drama"",""History""]",1956,Adventure,Drama,History
Blonde Sinner,movie,"[""Drama""]",1956,Drama,,
The Rocket from Calabuch,movie,"[""Comedy""]",1956,Comedy,,
The Catered Affair,movie,"[""Comedy"",""Drama"",""Romance""]",1956,Comedy,Drama,Romance
Crashing Las Vegas,movie,"[""Action"",""Adventure"",""Comedy""]",1956,Action,Adventure,Comedy
...And God Created Woman,movie,"[""Drama"",""Romance""]",1956,Drama,Romance,
The Man in the Gray Flannel Suit,movie,"[""Drama"",""War""]",1956,Drama,War,
Secrets of Life,movie,"[""Documentary"",""Family""]",1956,Documentary,Family,
Last Pair Out,movie,"[""Drama""]",1956,Drama,,
Tea and Sympathy,movie,"[""Drama""]",1956,Drama,,
The Man with the Golden Arm,movie,"[""Drama"",""Romance""]",1955,Drama,Romance,
Oklahoma!,movie,"[""Musical"",""Romance"",""Western""]",1955,Musical,Romance,Western
The Night of the Hunter,movie,"[""Crime"",""Drama"",""Film-Noir""]",1955,Crime,Drama,Film-Noir
Taira Clan Saga,movie,"[""Drama""]",1955,Drama,,
The Violent Men,movie,"[""Western""]",1955,Western,,
Raquel's Shoeshiner,movie,"[""Comedy"",""Drama""]",1957,Comedy,Drama,
"Come Back, Africa",movie,"[""Documentary"",""Drama""]",1959,Documentary,Drama,
Donatella,movie,"[""Comedy""]",1956,Comedy,,
Invitation to the Dance,movie,"[""Animation"",""Fantasy"",""Musical""]",1956,Animation,Fantasy,Musical
The Rainmaker,movie,"[""Romance"",""Western""]",1956,Romance,Western,
Sissi: The Young Empress,movie,"[""Drama"",""History""]",1956,Drama,History,
Seven Men from Now,movie,"[""Western""]",1956,Western,,
In the Land of the Head Hunters,movie,"[""Drama"",""History""]",1914,Drama,History,
The Perils of Pauline,movie,"[""Action""]",1914,Action,,
One Week,movie,"[""Short"",""Comedy""]",1920,Short,Comedy,
Miss Lulu Bett,movie,"[""Comedy"",""Drama""]",1921,Comedy,Drama,
The Iron Horse,movie,"[""Western""]",1924,Western,,
It,movie,"[""Comedy"",""Romance""]",1927,Comedy,Romance,
Napoleon,movie,"[""Biography"",""Drama"",""History""]",1927,Biography,Drama,History
Disraeli,movie,"[""Biography"",""Drama"",""History""]",1929,Biography,Drama,History
In Old Arizona,movie,"[""Romance"",""Western""]",1928,Romance,Western,
Queen Kelly,movie,"[""Drama""]",1929,Drama,,
The Champ,movie,"[""Drama"",""Family"",""Sport""]",1931,Drama,Family,Sport
City Lights,movie,"[""Comedy"",""Drama"",""Romance""]",1931,Comedy,Drama,Romance
The Front Page,movie,"[""Comedy""]",1931,Comedy,,
L'opèra de quat'sous,movie,"[""Comedy"",""Crime"",""Musical""]",1931,Comedy,Crime,Musical
The Song of Night,movie,"[""Comedy"",""Musical""]",1932,Comedy,Musical,
The Red Head,movie,"[""Drama""]",1932,Drama,,
Duck Soup,movie,"[""Comedy"",""Musical"",""War""]",1933,Comedy,Musical,War
Queen Christina,movie,"[""Biography"",""Drama"",""History""]",1933,Biography,Drama,History
The Gay Divorcee,movie,"[""Comedy"",""Musical"",""Romance""]",1934,Comedy,Musical,Romance
One Night of Love,movie,"[""Music"",""Romance""]",1934,Music,Romance,
David Copperfield,movie,"[""Adventure"",""Drama"",""Romance""]",1935,Adventure,Drama,Romance
Les Misèrables,movie,"[""Drama"",""History"",""Romance""]",1935,Drama,History,Romance
A Night at the Opera,movie,"[""Comedy"",""Music"",""Musical""]",1935,Comedy,Music,Musical
The Charge of the Light Brigade,movie,"[""Action"",""Adventure"",""Romance""]",1936,Action,Adventure,Romance
The Green Pastures,movie,"[""Drama""]",1936,Drama,,
Modern Times,movie,"[""Comedy"",""Drama""]",1936,Comedy,Drama,
The Robber Symphony,movie,"[""Musical""]",1937,Musical,,
The Hurricane,movie,"[""Action"",""Drama"",""Romance""]",1937,Action,Drama,Romance
Angels with Dirty Faces,movie,"[""Crime"",""Drama"",""Film-Noir""]",1938,Crime,Drama,Film-Noir
Bringing Up Baby,movie,"[""Comedy"",""Romance""]",1938,Comedy,Romance,
Olympia Part Two: Festival of Beauty,movie,"[""Documentary"",""Sport""]",1938,Documentary,Sport,
Sweethearts,movie,"[""Musical""]",1938,Musical,,
White Banners,movie,"[""Drama""]",1938,Drama,,
Ninotchka,movie,"[""Comedy"",""Romance""]",1939,Comedy,Romance,
The Wizard of Oz,movie,"[""Adventure"",""Family"",""Fantasy""]",1939,Adventure,Family,Fantasy
The Siege of the Alcazar,movie,"[""Drama"",""History"",""War""]",1940,Drama,History,War
The Long Voyage Home,movie,"[""Drama"",""War""]",1940,Drama,War,
Citizen Kane,movie,"[""Drama"",""Mystery""]",1941,Drama,Mystery,
High Sierra,movie,"[""Adventure"",""Crime"",""Drama""]",1941,Adventure,Crime,Drama
How Green Was My Valley,movie,"[""Drama"",""Family""]",1941,Drama,Family,
The Little Foxes,movie,"[""Drama"",""Romance""]",1941,Drama,Romance,
The White Ship,movie,"[""Drama"",""War""]",1941,Drama,War,
Tom Dick and Harry,movie,"[""Comedy"",""Fantasy"",""Romance""]",1941,Comedy,Fantasy,Romance
The Wolf Man,movie,"[""Drama"",""Horror""]",1941,Drama,Horror,
The Male Animal,movie,"[""Comedy"",""Romance""]",1942,Comedy,Romance,
My Gal Sal,movie,"[""Biography"",""Comedy"",""Musical""]",1942,Biography,Comedy,Musical
The Pride of the Yankees,movie,"[""Biography"",""Drama"",""Family""]",1942,Biography,Drama,Family
Wake Island,movie,"[""Action"",""Drama"",""War""]",1942,Action,Drama,War
Hangmen Also Die!,movie,"[""Drama"",""Film-Noir"",""Thriller""]",1943,Drama,Film-Noir,Thriller
This Is the Army,movie,"[""Comedy"",""Musical"",""War""]",1943,Comedy,Musical,War
"Murder, My Sweet",movie,"[""Crime"",""Drama"",""Film-Noir""]",1944,Crime,Drama,Film-Noir
L'espoir,movie,"[""Drama"",""War""]",1945,Drama,War,
Children of Paradise,movie,"[""Drama"",""Romance""]",1945,Drama,Romance,
Isle of the Dead,movie,"[""Drama"",""Film-Noir"",""Horror""]",1945,Drama,Film-Noir,Horror
Leave Her to Heaven,movie,"[""Drama"",""Film-Noir"",""Thriller""]",1945,Drama,Film-Noir,Thriller
The Last Chance,movie,"[""Drama"",""War""]",1945,Drama,War,
Wonder Man,movie,"[""Comedy"",""Musical"",""Fantasy""]",1945,Comedy,Musical,Fantasy
Panic,movie,"[""Drama""]",1946,Drama,,
"Rome, Open City",movie,"[""Drama"",""War""]",1945,Drama,War,
Song of the South,movie,"[""Animation"",""Family"",""Music""]",1946,Animation,Family,Music
To Each His Own,movie,"[""Drama"",""Romance""]",1946,Drama,Romance,
Ziegfeld Follies,movie,"[""Comedy"",""Musical""]",1945,Comedy,Musical,
The Ball at the Anjo House,movie,"[""Drama""]",1947,Drama,,
Bowery Buckaroos,movie,"[""Comedy"",""Western""]",1947,Comedy,Western,
The Fugitive,movie,"[""Drama"",""History""]",1947,Drama,History,
Monsieur Vincent,movie,"[""Biography"",""Drama"",""History""]",1947,Biography,Drama,History
Ella Cinders,movie,"[""Comedy"",""Romance""]",1926,Comedy,Romance,
The Blue Bird,movie,"[""Fantasy""]",1918,Fantasy,,
Now or Never,movie,"[""Comedy"",""Short""]",1921,Comedy,Short,
Tol'able David,movie,"[""Drama""]",1921,Drama,,
He Who Gets Slapped,movie,"[""Drama"",""Romance"",""Thriller""]",1924,Drama,Romance,Thriller
Peter Pan,movie,"[""Adventure"",""Fantasy"",""Family""]",1924,Adventure,Fantasy,Family
The Thief of Bagdad,movie,"[""Adventure"",""Family"",""Fantasy""]",1924,Adventure,Family,Fantasy
Grass: A Nation's Battle for Life,movie,"[""Documentary""]",1925,Documentary,,
The Black Pirate,movie,"[""Adventure"",""Action""]",1926,Adventure,Action,
Wings,movie,"[""Drama"",""Romance"",""War""]",1927,Drama,Romance,War
"Laugh, Clown, Laugh",movie,"[""Drama""]",1928,Drama,,
Applause,movie,"[""Drama"",""Musical""]",1929,Drama,Musical,
Little Caesar,movie,"[""Crime"",""Drama"",""Film-Noir""]",1931,Crime,Drama,Film-Noir
Romance,movie,"[""Drama"",""Romance""]",1930,Drama,Romance,
Dishonored,movie,"[""Drama"",""Music"",""War""]",1931,Drama,Music,War
A Free Soul,movie,"[""Crime"",""Drama"",""Romance""]",1931,Crime,Drama,Romance
The Blue Light,movie,"[""Drama"",""Fantasy"",""Mystery""]",1932,Drama,Fantasy,Mystery
Dr. Jekyll and Mr. Hyde,movie,"[""Horror"",""Sci-Fi""]",1931,Horror,Sci-Fi,
Love Me Tonight,movie,"[""Comedy"",""Musical"",""Romance""]",1932,Comedy,Musical,Romance
Two Seconds,movie,"[""Drama"",""Thriller""]",1932,Drama,Thriller,
Eskimo,movie,"[""Drama""]",1933,Drama,,
Going Hollywood,movie,"[""Musical"",""Romance""]",1933,Musical,Romance,
Sons of the Desert,movie,"[""Comedy""]",1933,Comedy,,
The Son of Kong,movie,"[""Adventure"",""Comedy"",""Fantasy""]",1933,Adventure,Comedy,Fantasy
State Fair,movie,"[""Comedy"",""Drama"",""Romance""]",1933,Comedy,Drama,Romance
Imitation of Life,movie,"[""Drama"",""Romance""]",1934,Drama,Romance,
Moscow Laughs,movie,"[""Comedy"",""Musical""]",1934,Comedy,Musical,
Anna Karenina,movie,"[""Drama"",""Romance""]",1935,Drama,Romance,
Alice Adams,movie,"[""Comedy"",""Drama"",""Romance""]",1935,Comedy,Drama,Romance
The Dark Angel,movie,"[""Drama"",""Romance""]",1935,Drama,Romance,
The Gilded Lily,movie,"[""Comedy"",""Romance""]",1935,Comedy,Romance,
Roberta,movie,"[""Comedy"",""Musical"",""Romance""]",1935,Comedy,Musical,Romance
She,movie,"[""Adventure"",""Fantasy"",""Romance""]",1935,Adventure,Fantasy,Romance
The Wedding Night,movie,"[""Drama"",""Romance""]",1935,Drama,Romance,
The Lower Depths,movie,"[""Crime"",""Drama"",""Romance""]",1936,Crime,Drama,Romance
Follow the Fleet,movie,"[""Comedy"",""Musical"",""Romance""]",1936,Comedy,Musical,Romance
Mr. Deeds Goes to Town,movie,"[""Comedy"",""Drama"",""Romance""]",1936,Comedy,Drama,Romance
Tsirk,movie,"[""Comedy"",""Musical""]",1936,Comedy,Musical,
The Edge of the World,movie,"[""Drama"",""History"",""Romance""]",1937,Drama,History,Romance
Children in the Wind,movie,"[""Drama""]",1937,Drama,,
Lenin in October,movie,"[""Biography"",""Drama"",""History""]",1937,Biography,Drama,History
The Prisoner of Zenda,movie,"[""Adventure"",""Drama"",""Romance""]",1937,Adventure,Drama,Romance
Stage Door,movie,"[""Comedy"",""Drama""]",1937,Comedy,Drama,
